head := query_10Centriod
0-th query  distance:=60440
5436-th query  distance:=39093.6
5437-th query  distance:=22313.5
5438-th query  distance:=50191.6
5439-th query  distance:=44257.3
5440-th query  distance:=34293.5
5441-th query  distance:=47264.7
5442-th query  distance:=41289.4
5443-th query  distance:=66560.2
5444-th query  distance:=47707.7
5445-th query  distance:=43904.6
5446-th query  distance:=43886.8
5447-th query  distance:=42244.7
5448-th query  distance:=9448.37
5449-th query  distance:=25093.1
5450-th query  distance:=47312.2
5451-th query  distance:=34611.4
5452-th query  distance:=44914.4
5453-th query  distance:=28551.2
5454-th query  distance:=42316
5455-th query  distance:=40733.6
5456-th query  distance:=14648.9
5457-th query  distance:=30870.2
5458-th query  distance:=18989.1
5459-th query  distance:=23642.7
5460-th query  distance:=30301.5
5461-th query  distance:=50919
5462-th query  distance:=54717.4
5463-th query  distance:=43327.5
5464-th query  distance:=13821.1
5465-th query  distance:=9102.2
5466-th query  distance:=50355.4
5467-th query  distance:=30932.7
5468-th query  distance:=8019.33
5469-th query  distance:=2843.73
5470-th query  distance:=59024.2
5471-th query  distance:=47079.3
5472-th query  distance:=2414.03
5473-th query  distance:=34860.5
5474-th query  distance:=57145.1
5475-th query  distance:=59991.3
5476-th query  distance:=31129.9
5477-th query  distance:=59406.8
5478-th query  distance:=60252
5479-th query  distance:=58608.1
5480-th query  distance:=11978.9
5481-th query  distance:=20046.2
5482-th query  distance:=24749.1
5483-th query  distance:=37207.1
5484-th query  distance:=45749.7
5485-th query  distance:=27092.3
5486-th query  distance:=30309
5487-th query  distance:=57146.2
5488-th query  distance:=21638.8
5489-th query  distance:=50354.7
5490-th query  distance:=10498.4
5491-th query  distance:=50110.9
5492-th query  distance:=41910.6
5493-th query  distance:=6455.31
5494-th query  distance:=30998.9
5495-th query  distance:=35863.9
5496-th query  distance:=16072.9
5497-th query  distance:=44690.2
5498-th query  distance:=31777.1
5499-th query  distance:=50461.2
5500-th query  distance:=45642
5501-th query  distance:=29524.9
5502-th query  distance:=32656.2
5503-th query  distance:=30071.9
5504-th query  distance:=48535.4
5505-th query  distance:=30417.1
5506-th query  distance:=6065.17
5507-th query  distance:=29658.1
5508-th query  distance:=31318.9
5509-th query  distance:=60544.7
5510-th query  distance:=45558.2
5511-th query  distance:=55963.8
5512-th query  distance:=58559
5513-th query  distance:=65461.8
5514-th query  distance:=55101
5515-th query  distance:=15218.2
5516-th query  distance:=27241.9
5517-th query  distance:=23946.2
5518-th query  distance:=26858.1
5519-th query  distance:=64459.5
5520-th query  distance:=28606.9
5521-th query  distance:=25113.8
5522-th query  distance:=30134.4
5523-th query  distance:=50285.4
5524-th query  distance:=14596.2
5525-th query  distance:=62382.8
5526-th query  distance:=46421
5527-th query  distance:=38423.7
5528-th query  distance:=5125.37
5529-th query  distance:=60432.5
5530-th query  distance:=49557.6
5531-th query  distance:=38862.8
5532-th query  distance:=23989.1
5533-th query  distance:=52826.1
5534-th query  distance:=43528.2
5535-th query  distance:=35145.3
5536-th query  distance:=39980.1
5537-th query  distance:=51439.4
5538-th query  distance:=22743
5539-th query  distance:=61996.8
5540-th query  distance:=42425.2
5541-th query  distance:=24454.9
5542-th query  distance:=25533
5543-th query  distance:=27714.3
5544-th query  distance:=40322.2
5545-th query  distance:=72605.8
5546-th query  distance:=38484.6
5547-th query  distance:=40074.5
5548-th query  distance:=56616.9
5549-th query  distance:=37498.3
5550-th query  distance:=5169.99
5551-th query  distance:=49317.6
5552-th query  distance:=31627.9
5553-th query  distance:=29276.4
5554-th query  distance:=30741.2
5555-th query  distance:=49370
5556-th query  distance:=28856.2
5557-th query  distance:=52833.1
5558-th query  distance:=46212.1
5559-th query  distance:=40746.1
5560-th query  distance:=33232.4
5561-th query  distance:=43938.3
5562-th query  distance:=36611.6
5563-th query  distance:=15747.1
5564-th query  distance:=35054.5
5565-th query  distance:=50346.2
5566-th query  distance:=61313.2
5567-th query  distance:=31155.4
5568-th query  distance:=20609.6
5569-th query  distance:=54665.3
5570-th query  distance:=58582
5571-th query  distance:=61822.9
5572-th query  distance:=31125.2
5573-th query  distance:=47793.5
5574-th query  distance:=23909.2
5575-th query  distance:=45242.8
5576-th query  distance:=25254.4
5577-th query  distance:=29381
5578-th query  distance:=31391.3
5579-th query  distance:=29631
5580-th query  distance:=57383.8
5581-th query  distance:=60410.1
5582-th query  distance:=10485.6
5583-th query  distance:=36729
5584-th query  distance:=35222.7
5585-th query  distance:=30081.9
5586-th query  distance:=35968.8
5587-th query  distance:=35468
5588-th query  distance:=53900.9
5589-th query  distance:=45175.1
5590-th query  distance:=46309.6
5591-th query  distance:=28436.6
5592-th query  distance:=42921.2
5593-th query  distance:=49549.1
5594-th query  distance:=47439.7
5595-th query  distance:=57091.9
5596-th query  distance:=51469
5597-th query  distance:=61955.4
5598-th query  distance:=6188.89
5599-th query  distance:=59803.8
5600-th query  distance:=56579.2
5601-th query  distance:=61265.2
5602-th query  distance:=51731.5
5603-th query  distance:=53052.1
5604-th query  distance:=53273.5
5605-th query  distance:=41151.4
5606-th query  distance:=31711.3
5607-th query  distance:=42830.1
5608-th query  distance:=6377.66
5609-th query  distance:=38403.1
5610-th query  distance:=43071.9
5611-th query  distance:=45719.2
5612-th query  distance:=65099.3
5613-th query  distance:=47366.7
5614-th query  distance:=60870.8
5615-th query  distance:=51080.7
5616-th query  distance:=15370.6
5617-th query  distance:=43732.2
5618-th query  distance:=73319.6
5619-th query  distance:=27692.4
5620-th query  distance:=34904.7
5621-th query  distance:=49151.4
5622-th query  distance:=20799.6
5623-th query  distance:=42279.9
5624-th query  distance:=56987.4
5625-th query  distance:=53487.5
5626-th query  distance:=51459.2
5627-th query  distance:=68472.8
5628-th query  distance:=45212.4
5629-th query  distance:=16973.1
5630-th query  distance:=38909.5
5631-th query  distance:=38111.5
5632-th query  distance:=74306.8
5633-th query  distance:=20127.7
5634-th query  distance:=52936.6
5635-th query  distance:=44707.3
5636-th query  distance:=24010
5637-th query  distance:=34728.8
5638-th query  distance:=39548.9
5639-th query  distance:=53441.2
5640-th query  distance:=74959.3
5641-th query  distance:=48773.7
5642-th query  distance:=50964.7
5643-th query  distance:=23331.5
5644-th query  distance:=41141.4
5645-th query  distance:=741.029
5646-th query  distance:=23002.1
5647-th query  distance:=60124.6
5648-th query  distance:=24588
5649-th query  distance:=48464.7
5650-th query  distance:=47367.1
5651-th query  distance:=40740.5
5652-th query  distance:=32622.3
5653-th query  distance:=75637.5
5654-th query  distance:=36985.2
5655-th query  distance:=53012.7
5656-th query  distance:=41130.4
5657-th query  distance:=53736.1
5658-th query  distance:=35716.1
5659-th query  distance:=60056.5
5660-th query  distance:=47205.9
5661-th query  distance:=39736.9
5662-th query  distance:=41367.3
5663-th query  distance:=36185.1
5664-th query  distance:=10841.5
5665-th query  distance:=42847.6
5666-th query  distance:=36300.6
5667-th query  distance:=46509.7
5668-th query  distance:=23054
5669-th query  distance:=45579.4
5670-th query  distance:=36830.7
5671-th query  distance:=48503
5672-th query  distance:=8317.56
5673-th query  distance:=34598.6
5674-th query  distance:=36478.1
5675-th query  distance:=23938.2
5676-th query  distance:=5984.6
5677-th query  distance:=61088.4
5678-th query  distance:=59361.4
5679-th query  distance:=22833.7
5680-th query  distance:=57093.5
5681-th query  distance:=47437.2
5682-th query  distance:=41462
5683-th query  distance:=34575.8
5684-th query  distance:=11661.6
5685-th query  distance:=42322.6
5686-th query  distance:=58143.6
5687-th query  distance:=23614.9
5688-th query  distance:=62645.4
5689-th query  distance:=39318.4
5690-th query  distance:=8807.62
5691-th query  distance:=43988.4
5692-th query  distance:=7890.38
5693-th query  distance:=51102.2
5694-th query  distance:=40188.5
5695-th query  distance:=32649.2
5696-th query  distance:=42245
5697-th query  distance:=40279.8
5698-th query  distance:=47012.5
5699-th query  distance:=48533.6
5700-th query  distance:=41018.8
5701-th query  distance:=41484.3
5702-th query  distance:=37433.7
5703-th query  distance:=23356.2
5704-th query  distance:=67558.2
5705-th query  distance:=28997
5706-th query  distance:=24390.3
5707-th query  distance:=18898.5
5708-th query  distance:=33384.5
5709-th query  distance:=41115.8
5710-th query  distance:=42488.9
5711-th query  distance:=27395.5
5712-th query  distance:=88015
5713-th query  distance:=55875.5
5714-th query  distance:=20277.9
5715-th query  distance:=66725.6
5716-th query  distance:=38548
5717-th query  distance:=57244.1
5718-th query  distance:=50048.7
5719-th query  distance:=21604.4
5720-th query  distance:=49201.4
5721-th query  distance:=41747.8
5722-th query  distance:=21908.9
5723-th query  distance:=42486.7
5724-th query  distance:=17858.4
5725-th query  distance:=20581.2
5726-th query  distance:=35761.3
5727-th query  distance:=72198.9
5728-th query  distance:=43520.8
5729-th query  distance:=52498.4
5730-th query  distance:=47217.1
5731-th query  distance:=34964.4
5732-th query  distance:=47098.7
5733-th query  distance:=54269.8
5734-th query  distance:=23947.3
5735-th query  distance:=34182.1
5736-th query  distance:=48847.8
5737-th query  distance:=16999.9
5738-th query  distance:=42780.2
5739-th query  distance:=59786.7
5740-th query  distance:=61164.5
5741-th query  distance:=56555
5742-th query  distance:=26608.7
5743-th query  distance:=12072.9
5744-th query  distance:=50936.2
5745-th query  distance:=40877.1
5746-th query  distance:=15501.6
5747-th query  distance:=73553.4
5748-th query  distance:=17463
5749-th query  distance:=51829.3
5750-th query  distance:=51556.7
5751-th query  distance:=50914.1
5752-th query  distance:=62429.3
5753-th query  distance:=6613.51
5754-th query  distance:=67206.2
5755-th query  distance:=42168.6
5756-th query  distance:=54534.8
5757-th query  distance:=45904.5
5758-th query  distance:=59575.6
5759-th query  distance:=30701.6
5760-th query  distance:=57684.1
5761-th query  distance:=15459.4
5762-th query  distance:=66086.2
5763-th query  distance:=61524.1
5764-th query  distance:=53074.6
5765-th query  distance:=45517.8
5766-th query  distance:=41013.4
5767-th query  distance:=28801.6
5768-th query  distance:=52174
5769-th query  distance:=50114.3
5770-th query  distance:=43792.9
5771-th query  distance:=16512.9
5772-th query  distance:=31816.2
5773-th query  distance:=21312.1
5774-th query  distance:=37735.3
5775-th query  distance:=39775
5776-th query  distance:=10443.3
5777-th query  distance:=54835.4
5778-th query  distance:=41034.3
5779-th query  distance:=49897.9
5780-th query  distance:=43212.6
5781-th query  distance:=35942
5782-th query  distance:=42078.8
5783-th query  distance:=44037
5784-th query  distance:=51494.9
5785-th query  distance:=49822
5786-th query  distance:=45018.5
5787-th query  distance:=66950.4
5788-th query  distance:=42743.7
5789-th query  distance:=23740.2
5790-th query  distance:=76542.6
5791-th query  distance:=73045.3
5792-th query  distance:=60497.8
5793-th query  distance:=29379.4
5794-th query  distance:=29672.9
5795-th query  distance:=9540.92
5796-th query  distance:=39721.7
5797-th query  distance:=21276.9
5798-th query  distance:=64010.2
5799-th query  distance:=44898.7
5800-th query  distance:=25248.2
5801-th query  distance:=41902.9
5802-th query  distance:=77940.1
5803-th query  distance:=50284.6
5804-th query  distance:=8317.6
5805-th query  distance:=46647.9
5806-th query  distance:=52556
5807-th query  distance:=39384.7
5808-th query  distance:=42770.6
5809-th query  distance:=27878.4
5810-th query  distance:=28197.7
5811-th query  distance:=34911.2
5812-th query  distance:=42687.4
5813-th query  distance:=12042
5814-th query  distance:=45785.9
5815-th query  distance:=46951.5
5816-th query  distance:=25011
5817-th query  distance:=12587.6
5818-th query  distance:=24238.9
5819-th query  distance:=28836.3
5820-th query  distance:=15773.7
5821-th query  distance:=34193.8
5822-th query  distance:=57801.3
5823-th query  distance:=46256.8
5824-th query  distance:=42278.8
5825-th query  distance:=50672.3
5826-th query  distance:=30186.3
5827-th query  distance:=45575.3
5828-th query  distance:=53593.9
5829-th query  distance:=11898.6
5830-th query  distance:=28481.3
5831-th query  distance:=46809
5832-th query  distance:=33608.4
5833-th query  distance:=42394.2
5834-th query  distance:=45520.2
5835-th query  distance:=47051.3
5836-th query  distance:=30246.6
5837-th query  distance:=15851.7
5838-th query  distance:=34115.8
5839-th query  distance:=63326.8
5840-th query  distance:=50773.3
5841-th query  distance:=42295.2
5842-th query  distance:=21516.6
5843-th query  distance:=31108.4
5844-th query  distance:=8566.64
5845-th query  distance:=7023.19
5846-th query  distance:=21002
5847-th query  distance:=49612
5848-th query  distance:=24853.1
5849-th query  distance:=27691.8
5850-th query  distance:=35985.9
5851-th query  distance:=32113.5
5852-th query  distance:=63315.4
5853-th query  distance:=26541.5
5854-th query  distance:=22080.2
5855-th query  distance:=52211
5856-th query  distance:=30157.9
5857-th query  distance:=26169.6
5858-th query  distance:=54580.4
5859-th query  distance:=70242.1
5860-th query  distance:=23585.6
5861-th query  distance:=12852.7
5862-th query  distance:=57554.9
5863-th query  distance:=43470
5864-th query  distance:=29096.6
